obs;year_quarter;carsales;persincome;pricegas;quantgas
50;1982:02;8.31599998474121;2709.39990234375;133.399993896484;6196
51;1982:03;7.89200019836426;2709.39990234375;128.399993896484;6466
52;1982:04;7.32600021362305;2754;122.5;6897
53;1982:05;8.40999984741211;2754;123.699996948242;6655
54;1982:06;7.31199979782105;2754;130.899993896484;6835
55;1982:07;7.37900018692017;2786.39990234375;133.100006103516;6790
56;1982:08;7.53900003433228;2786.39990234375;132.300003051758;6614
57;1982:09;8.44799995422363;2786.39990234375;130.800003051758;6531
58;1982:10;7.70900011062622;2823.69995117187;129.5;6391
59;1982:11;8.99600028991699;2823.69995117187;128.300003051758;6574
60;1982:12;8.63199996948242;2823.69995117187;126;6549
61;1983:01;8.26399993896484;2853.60009765625;122.800003051758;6051
62;1983:02;8.17599964141846;2853.60009765625;118.699996948242;6000
63;1983:03;8.29199981689453;2853.60009765625;115.099998474121;6836
64;1983:04;8.72299957275391;2909.19995117188;121.5;6452
65;1983:05;9.0620002746582;2909.19995117188;125.900001525879;6617
66;1983:06;9.79599952697754;2909.19995117188;127.699996948242;6994
67;1983:07;9.67000007629395;2968.60009765625;128.800003051758;6765
68;1983:08;9.03899955749512;2968.60009765625;128.5;6936
69;1983:09;9;2968.60009765625;127.400001525879;6727
70;1983:10;9.91100025177002;3056.19995117187;125.5;6588
71;1983:11;9.60900020599365;3056.19995117187;124.099998474121;6603
72;1983:12;10.6029996871948;3056.19995117187;123.099998474121;6846
73;1984:01;10.4309997558594;3152;121.599998474121;6265
74;1984:02;10.5690002441406;3152;120.900001525879;6231
75;1984:03;10.2360000610352;3152;121;6528
76;1984:04;10.2659997940063;3239.89990234375;122.699996948242;6676
77;1984:05;10.7019996643066;3239.89990234375;123.599998474121;6890
78;1984:06;10.5329999923706;3239.89990234375;122.900001525879;7107
79;1984:07;10.5329999923706;3327.60009765625;121.199996948242;6830
80;1984:08;10.2309999465942;3327.60009765625;119.599998474121;7093
81;1984:09;10.0279998779297;3327.60009765625;120.300003051758;6588
82;1984:10;10.1890001296997;3379.69995117187;120.900001525879;6729
83;1984:11;10.3190002441406;3379.69995117187;120.699996948242;6800
84;1984:12;10.6450004577637;3379.69995117187;119.300003051758;6555
85;1985:01;10.7580003738403;3447.19995117187;114.800003051758;6348
86;1985:02;10.83899974823;3447.19995117187;113.099998474121;6587
87;1985:03;10.7449998855591;3447.19995117187;115.900001525879;6664
88;1985:04;10.9420003890991;3489.30004882813;120.5;6956
89;1985:05;11.0790004730225;3489.30004882813;123.099998474121;7060
90;1985:06;10.4280004501343;3489.30004882813;124.099998474121;6997
91;1985:07;10.371000289917;3528.10009765625;124.199996948242;7008
92;1985:08;12.2399997711182;3528.10009765625;122.900001525879;7242
93;1985:09;14.1479997634888;3528.10009765625;121.599998474121;6629
94;1985:10;9.47999954223633;3595.39990234375;120.400001525879;6897
95;1985:11;9.82800006866455;3595.39990234375;120.699996948242;6770
96;1985:12;10.8800001144409;3595.39990234375;120.800003051758;6792
97;1986:01;11.4630002975464;3650.89990234375;119.400001525879;6502
98;1986:02;10.7980003356934;3650.89990234375;112;6469
99;1986:03;9.87800025939941;3650.89990234375;98.0999984741211;6955
100;1986:04;11.0019998550415;3688.19995117187;88.8000030517578;7105
101;1986:05;11.3229999542236;3688.19995117187;92.3000030517578;7106
102;1986:06;11.168999671936;3688.19995117187;95.5;7209
103;1986:07;10.8339996337891;3736;89;7436
104;1986:08;12.0410003662109;3736;84.3000030517578;7435
105;1986:09;15.0509996414185;3736;86;6864
106;1986:10;10.2580003738403;3774.69995117187;83.0999984741211;7250
107;1986:11;10.2740001678467;3774.69995117187;82.0999984741211;6879
108;1986:12;12.7770004272461;3774.69995117187;82.3000030517578;7143
109;1987:01;8.36999988555908;3852.19995117187;86.1999969482422;6535
110;1987:02;10.2040004730225;3852.19995117187;90.5;6796
111;1987:03;10.33899974823;3852.19995117187;91.1999969482422;6964
112;1987:04;10.3649997711182;3915.30004882812;93.4000015258789;7314
113;1987:05;9.66300010681152;3915.30004882812;94.0999984741211;7460
114;1987:06;10.2700004577637;3915.30004882812;95.8000030517578;7539
115;1987:07;10.5200004577637;3992.39990234375;97.0999984741211;7581
116;1987:08;11.7620000839233;3992.39990234375;99.5;7338
117;1987:09;11.1280002593994;3992.39990234375;99;7205
118;1987:10;9.23600006103516;4090.10009765625;97.5999984741211;7305
119;1987:11;9.54899978637695;4090.10009765625;97.5999984741211;7151
120;1987:12;10.6420001983643;4090.10009765625;96.0999984741211;7251
121;1988:01;10.9020004272461;4156.7998046875;93.3000030517578;6693
122;1988:02;11.1440000534058;4156.7998046875;91.3000030517578;7039
123;1988:03;10.8249998092651;4156.7998046875;90.4000015258789;7323
124;1988:04;10.4010000228882;4227.7001953125;93;7430
125;1988:05;10.548999786377;4227.7001953125;95.5;7303
126;1988:06;10.7700004577637;4227.7001953125;95.5;7817
127;1988:07;10.3620004653931;4308.7001953125;96.6999969482422;7482
128;1988:08;10.2889995574951;4308.7001953125;98.6999969482422;7556
129;1988:09;9.96000003814697;4308.7001953125;97.4000015258789;7404
130;1988:10;9.88799953460693;4395.10009765625;95.5999984741211;7271
131;1988:11;10.1579999923706;4395.10009765625;94.9000015258789;7379
132;1988:12;11.2980003356934;4395.10009765625;93;7344
133;1989:01;10.0869998931885;4517.5;91.8000030517578;6745
134;1989:02;9.8439998626709;4517.5;92.5999984741211;7119
135;1989:03;9.69400024414063;4517.5;94;7421
136;1989:04;10.7270002365112;4573.5;106.5;7157
137;1989:05;10.2670001983643;4573.5;119;7381
138;1989:06;9.51599979400635;4573.5;114;7780
139;1989:07;9.73400020599365;4617.39990234375;109.199996948242;7296
140;1989:08;11.0869998931885;4617.39990234375;105.699996948242;7717
141;1989:09;10.3450002670288;4617.39990234375;102.900001525879;7240
142;1989:10;8.76599979400635;4690.7001953125;102.699996948242;7302
143;1989:11;8.53600025177002;4690.7001953125;99.9000015258789;7353
144;1989:12;8.7189998626709;4690.7001953125;96.0999984741211;7410
145;1990:01;10.4200000762939;4800.7998046875;104.199996948242;6643
146;1990:02;9.47900009155273;4800.7998046875;103.699996948242;7179
147;1990:03;9.51299953460693;4800.7998046875;102.300003051758;7338
148;1990:04;9.40499973297119;4879.2998046875;104.400001525879;7121
149;1990:05;9.12899971008301;4879.2998046875;106.099998474121;7358
150;1990:06;9.22500038146973;4879.2998046875;108.800003051758;7519
151;1990:07;9.14299964904785;4951.39990234375;108.400001525879;7496
152;1990:08;9.19200038909912;4951.39990234375;119;7796
153;1990:09;9.65900039672852;4951.39990234375;129.399993896484;6914
154;1990:10;9.15499973297119;4981.39990234375;137.800003051758;7226
155;1990:11;8.60099983215332;4981.39990234375;137.699996948242;7241
156;1990:12;8.68099975585938;4981.39990234375;135.399993896484;6978
157;1991:01;7.75099992752075;4999.89990234375;124.699996948242;6645
158;1991:02;8.18099975585938;4999.89990234375;114.300003051758;6838
159;1991:03;8.55500030517578;4999.89990234375;108.199996948242;7017
160;1991:04;7.86700010299683;5064.10009765625;110.400001525879;7137
161;1991:05;8.19099998474121;5064.10009765625;115.599998474121;7437
162;1991:06;8.32100009918213;5064.10009765625;116;7456
163;1991:07;8.55300045013428;5110.10009765625;112.699996948242;7561
164;1991:08;8.20600032806397;5110.10009765625;114;7528
165;1991:09;8.32699966430664;5110.10009765625;114.300003051758;7083
166;1991:10;8.05300045013428;5167.39990234375;112.199996948242;7281
167;1991:11;8.19499969482422;5167.39990234375;113.400001525879;7008
168;1991:12;7.90000009536743;5167.39990234375;112.300003051758;7224
169;1992:01;8.10900020599365;5276.7998046875;107.300003051758;6869
170;1992:02;8.37399959564209;5276.7998046875;105.400001525879;6963
171;1992:03;8.18599987030029;5276.7998046875;105.800003051758;7137
172;1992:04;7.89400005340576;5352.2001953125;107.900001525879;7238
173;1992:05;8.24199962615967;5352.2001953125;113.599998474121;7328
174;1992:06;8.57900047302246;5352.2001953125;117.900001525879;7460
175;1992:07;8.16699981689453;5390.7001953125;117.5;7639
176;1992:08;7.88100004196167;5390.7001953125;115.800003051758;7380
177;1992:09;8.1870002746582;5390.7001953125;115.800003051758;7344
178;1992:10;8.2810001373291;5541.7998046875;115.400001525879;7338
179;1992:11;8.13899993896484;5541.7998046875;115.900001525879;7102
180;1992:12;8.5319995880127;5541.7998046875;113.599998474121;7396
181;1993:01;8.3459997177124;5465.7998046875;111.699996948242;6639
182;1993:02;7.73099994659424;5465.7998046875;110.800003051758;7112
183;1993:03;7.97100019454956;5465.7998046875;109.800003051758;7389
184;1993:04;8.74199962615967;5595.2998046875;111.199996948242;7435
185;1993:05;8.70600032806397;5595.2998046875;112.900001525879;7585
186;1993:06;8.69099998474121;5595.2998046875;113;7700
187;1993:07;8.67300033569336;5630.2998046875;110.900001525879;7785
188;1993:08;8.43400001525879;5630.2998046875;109.699996948242;7864
189;1993:09;8.3149995803833;5630.2998046875;108.5;7607
190;1993:10;8.96800041198731;5748.5;112.699996948242;7382
191;1993:11;8.92199993133545;5748.5;111.300003051758;7533
192;1993:12;8.71300029754639;5748.5;107;7661
193;1994:01;8.72700023651123;5713.7001953125;104.300003051758;6980
194;1994:02;9.10599994659424;5713.7001953125;105.099998474121;7275
195;1994:03;9.10000038146973;5713.7001953125;104.5;7395
196;1994:04;9.47200012207031;5860.7998046875;106.400001525879;7564
197;1994:05;8.80200004577637;5860.7998046875;108;7644
198;1994:06;8.66399955749512;5860.7998046875;110.599998474121;7922
199;1994:07;8.72799968719482;5935.2998046875;113.599998474121;7884
200;1994:08;9.07900047302246;5935.2998046875;118.199996948242;7975
201;1994:09;9.05900001525879;5935.2998046875;117.699996948242;7615
202;1994:10;9.08500003814697;6042.39990234375;115.199996948242;7548
203;1994:11;8.96800041198731;6042.39990234375;116.300003051758;7464
204;1994:12;9.09700012207031;6042.39990234375;114.300003051758;7924
205;1995:01;8.86499977111816;6109.89990234375;112.900001525879;7163
206;1995:02;8.46000003814697;6109.89990234375;112;7481
207;1995:03;8.59899997711182;6109.89990234375;111.5;7788
208;1995:04;8.07600021362305;6163.2998046875;114;7651
209;1995:05;8.65299987792969;6163.2998046875;120;7894
210;1995:06;8.82299995422363;6163.2998046875;122.599998474121;8220
211;1995:07;8.46500015258789;6225.89990234375;119.5;7888
212;1995:08;9.44799995422363;6225.89990234375;116.400001525879;8187
213;1995:09;8.61299991607666;6225.89990234375;114.800003051758;7786
214;1995:10;8.64400005340576;6304.60009765625;112.699996948242;7781
215;1995:11;8.69400024414063;6304.60009765625;110.099998474121;7866
216;1995:12;8.90799999237061;6304.60009765625;110.099998474121;7742
217;1996:01;8.16800022125244;6405.10009765625;112.900001525879;7271
218;1996:02;8.74899959564209;6405.10009765625;112.400001525879;7599
219;1996:03;8.81700038909912;6405.10009765625;116.199996948242;7792
220;1996:04;8.82600021362305;6509.39990234375;125.099998474121;7873
221;1996:05;9.02099990844727;6509.39990234375;132.300003051758;8071
222;1996:06;8.5290002822876;6509.39990234375;129.899993896484;8088
223;1996:07;8.38199996948242;6597.10009765625;127.199996948242;8165
224;1996:08;8.53699970245361;6597.10009765625;124;8343
225;1996:09;8.82900047302246;6597.10009765625;123.400001525879;7662
226;1996:10;8.12899971008301;6677.89990234375;122.699996948242;8093
227;1996:11;8.11400032043457;6677.89990234375;125;7915
228;1996:12;8.22000026702881;6677.89990234375;126;7794
229;1997:01;8.73700046539307;6792.39990234375;126.099998474121;7301
230;1997:02;8.41699981689453;6792.39990234375;125.5;7668
231;1997:03;8.64400005340576;6792.39990234375;123.5;7796
232;1997:04;8.09200000762939;6879.10009765625;123.099998474121;8064
233;1997:05;7.97900009155273;6879.10009765625;122.599998474121;8139
234;1997:06;8.05799961090088;6879.10009765625;122.900001525879;8288
235;1997:07;8.44799995422363;6978.60009765625;120.5;8496
236;1997:08;8.44600009918213;6978.60009765625;125.300003051758;8233
237;1997:09;8.19400024414063;6978.60009765625;127.699996948242;8023
238;1997:10;8.03699970245361;7097.93798828125;124.199996948242;8141
239;1997:11;8.06700038909912;7097.93798828125;121.300003051758;7965
240;1997:12;8.15299987792969;7097.93798828125;117.699996948242;8065
241;1998:01;7.50099992752075;7254.82080078125;113.099998474121;7618
242;1998:02;7.89499998092651;7254.82080078125;108.199996948242;7711
243;1998:03;8.01299953460693;7254.82080078125;104.099998474121;8004
244;1998:04;8.18599987030029;7382.81396484375;105.199996948242;8312
245;1998:05;8.625;7382.81396484375;109.199996948242;8279
246;1998:06;8.48099994659424;7382.81396484375;109.400001525879;8520
247;1998:07;7.38100004196167;7490.68603515625;107.900001525879;8680
248;1998:08;7.61700010299683;7490.68603515625;105.199996948242;8568
249;1998:09;8.28999996185303;7490.68603515625;103.300003051758;8310
250;1998:10;8.70199966430664;7575.80908203125;104.199996948242;8378
251;1998:11;8.00899982452393;7575.80908203125;102.800003051758;8167
252;1998:12;9.00399971008301;7575.80908203125;98.5999984741211;8451
253;1999:01;8.15100002288818;7655.88720703125;97.1999969482422;7701
254;1999:02;8.53600025177002;7655.88720703125;95.5;8031
255;1999:03;8.43400001525879;7655.88720703125;99.0999984741211;8128
256;1999:04;8.52400016784668;7722.18896484375;117.699996948242;8506
257;1999:05;8.68200016021729;7722.18896484375;117.800003051758;8420
258;1999:06;8.66899967193604;7722.18896484375;114.800003051758;8886
259;1999:07;8.95499992370606;7807.69189453125;118.900001525879;8942
260;1999:08;9.02000045776367;7807.69189453125;125.5;8579
261;1999:09;8.61100006103516;7807.69189453125;128;8305
262;1999:10;8.73900032043457;7960.21923828125;127.400001525879;8542
263;1999:11;8.89400005340576;7960.21923828125;126.400001525879;8240
264;1999:12;9.14799976348877;7960.21923828125;129.800003051758;8859
265;2000:01;9.46300029754639;8211.5966796875;130.100006103516;7653
266;2000:02;9.60599994659424;8211.5966796875;136.899993896484;8291
267;2000:03;9.02299976348877;8211.5966796875;154.100006103516;8305
268;2000:04;8.90799999237061;8350.2333984375;150.600006103516;8375
269;2000:05;8.79899978637695;8350.2333984375;149.800003051758;8661
270;2000:06;8.78499984741211;8350.2333984375;161.699996948242;8824
271;2000:07;8.77499961853027;8487.8486328125;159.300003051758;8642
272;2000:08;8.80200004577637;8487.8486328125;151;8921
273;2000:09;9.01200008392334;8487.8486328125;158.199996948242;8518
274;2000:10;8.54399967193604;8576.568359375;155.899993896484;8417
275;2000:11;8.32199954986572;8576.568359375;155.5;8384
276;2000:12;8.1870002746582;8576.568359375;148.899993896484;8670
277;2001:01;8.78400039672852;8658.09375;147.199996948242;8099
278;2001:02;8.86800003051758;8658.09375;148.399993896484;8234
279;2001:03;8.32400035858154;8658.09375;144.699996948242;8532
280;2001:04;8.30700016021729;8676.1572265625;156.399993896484;8575
281;2001:05;8.2819995880127;8676.1572265625;172.899993896484;8706
282;2001:06;8.38199996948242;8676.1572265625;164;8690
283;2001:07;8.10299968719482;8706.173828125;148.199996948242;9023
284;2001:08;7.96999979019165;8706.173828125;142.699996948242;8953
285;2001:09;7.82499980926514;8706.173828125;153.100006103516;8557
286;2001:10;10.1829996109009;8700.912109375;136.199996948242;8655
287;2001:11;8.44799995422363;8700.912109375;126.300003051758;8677
288;2001:12;7.59200000762939;8700.912109375;113.099998474121;8585
289;2002:01;7.67600011825562;8803.4384765625;113.900001525879;8172
290;2002:02;7.90100002288818;8803.4384765625;113;8630
291;2002:03;8.14400005340576;8803.4384765625;124.099998474121;8655
292;2002:04;8.4709997177124;8913.728515625;140.699996948242;8743
293;2002:05;7.77899980545044;8913.728515625;142.100006103516;9071
294;2002:06;7.9689998626709;8913.728515625;140.399993896484;9176
295;2002:07;8.80300045013428;8992.353515625;141.199996948242;9128
296;2002:08;8.72500038146973;8992.353515625;142.300003051758;9294
